#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
h_bcellsurvivalPathway	14	15	5	948	0.52	9	18176	0.05	FOXC1,FOXL1,MTOR,MZF1,XIAP	ENSG00000089685,ENSG00000121879,ENSG00000130522,ENSG00000142208,ENSG00000150093,ENSG00000164305,ENSG00000165806,ENSG00000178951,ENSG00000225134	2.3657161544E0	4.16016E-4	4.91984E-3
h_bcrPathway	18	28	5	948	0.52	13	18172	0.07	FOXC1,FOXL1,MAP3K1,MZF1,SHC1	ENSG00000010671,ENSG00000100968,ENSG00000102882,ENSG00000105369,ENSG00000112062,ENSG00000120910,ENSG00000124181,ENSG00000136238,ENSG00000138814,ENSG00000141968,ENSG00000154229,ENSG00000160014,ENSG00000198668	1.9977712796E0	1.50747E-3	8.80499E-3
h_egfr_smrtePathway	8	8	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,MAP3K1,MZF1	ENSG00000109906,ENSG00000112062,ENSG00000138798,ENSG00000146648	2.9527235731E0	3.64025E-4	4.71499E-3
h_epoPathway	9	15	4	949	0.42	5	18180	0.03	FOXC1,FOXL1,MZF1,SHC1	ENSG00000096968,ENSG00000102882,ENSG00000111679,ENSG00000124181,ENSG00000130427	2.7295250178E0	6.29423E-4	5.70677E-3
h_erk5Pathway	11	13	4	949	0.42	7	18178	0.04	FOXC1,FOXL1,MZF1,SHC1	ENSG00000102882,ENSG00000117676,ENSG00000118260,ENSG00000121879,ENSG00000124181,ENSG00000142208,ENSG00000225134	2.3929427641E0	1.52145E-3	8.80499E-3
h_HBxPathway	5	5	3	950	0.31	2	18183	0.01	FOXC1,FOXL1,SHC1	ENSG00000118260,ENSG00000120899	3.3572454941E0	1.14123E-3	7.3908E-3
h_ifnaPathway	8	6	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,STAT2,TYK2	ENSG00000142166,ENSG00000159110,ENSG00000171855,ENSG00000197919	2.9527235731E0	3.64025E-4	4.71499E-3
h_igf1Pathway	10	17	4	949	0.42	6	18179	0.03	FOXC1,FOXL1,MZF1,SHC1	ENSG00000017427,ENSG00000102882,ENSG00000121879,ENSG00000140443,ENSG00000179295,ENSG00000225134	2.547148454E0	1.00777E-3	7.02855E-3
h_il2Pathway	10	17	5	948	0.52	5	18180	0.03	FOXC1,FOXL1,IL2RB,MZF1,SHC1	ENSG00000102882,ENSG00000105639,ENSG00000109471,ENSG00000134460,ENSG00000182866	2.9537228655E0	6.19021E-5	2.40534E-3
h_il2rbPathway	20	31	6	947	0.63	14	18171	0.08	FOXC1,FOXL1,IL2RB,MZF1,PPIA,SHC1	ENSG00000003402,ENSG00000026103,ENSG00000102882,ENSG00000105639,ENSG00000111679,ENSG00000117560,ENSG00000121879,ENSG00000123609,ENSG00000134460,ENSG00000142208,ENSG00000161405,ENSG00000184557,ENSG00000185338,ENSG00000225134	2.1069852421E0	3.18457E-4	4.71499E-3
h_il3Pathway	10	13	4	949	0.42	6	18179	0.03	FOXC1,FOXL1,MZF1,SHC1	ENSG00000096968,ENSG00000100368,ENSG00000102882,ENSG00000111679,ENSG00000164399,ENSG00000185291	2.547148454E0	1.00777E-3	7.02855E-3
h_insulinPathway	8	17	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,MZF1,SHC1	ENSG00000102882,ENSG00000121879,ENSG00000179295,ENSG00000225134	2.9527235731E0	3.64025E-4	4.71499E-3
h_mapkPathway	40	60	8	945	0.84	32	18153	0.18	FOXC1,FOXL1,MAP3K1,MAP3K2,MAPK6,MZF1,PAK1,SHC1	ENSG00000006062,ENSG00000006432,ENSG00000011566,ENSG00000034152,ENSG00000065559,ENSG00000071242,ENSG00000076984,ENSG00000079277,ENSG00000089022,ENSG00000102871,ENSG00000102882,ENSG00000106799,ENSG00000109339,ENSG00000109756,ENSG00000112062,ENSG00000117676,ENSG00000118260,ENSG00000119699,ENSG00000125952,ENSG00000127191,ENSG00000130758,ENSG00000136238,ENSG00000141639,ENSG00000142733,ENSG00000162302,ENSG00000173327,ENSG00000180370,ENSG00000185386,ENSG00000185591,ENSG00000188130,ENSG00000197442,ENSG00000198909	1.5691118267E0	6.80758E-4	5.97311E-3
h_no2il12Pathway	10	11	4	949	0.42	6	18179	0.03	FOXC1,FOXL1,MZF1,TYK2	ENSG00000007171,ENSG00000096968,ENSG00000138378,ENSG00000160654,ENSG00000160791,ENSG00000186810	2.547148454E0	1.00777E-3	7.02855E-3
h_pgc1aPathway	11	12	4	949	0.42	7	18178	0.04	FOXC1,FOXL1,MZF1,PPARA	ENSG00000008118,ENSG00000120910,ENSG00000128245,ENSG00000138814,ENSG00000160014,ENSG00000173153,ENSG00000198668	2.3929427641E0	1.52145E-3	8.80499E-3
h_pyk2Pathway	17	23	6	947	0.63	11	18174	0.06	FOXC1,FOXL1,MAP3K1,MZF1,PAK1,SHC1	ENSG00000034152,ENSG00000065559,ENSG00000102882,ENSG00000112062,ENSG00000120899,ENSG00000124181,ENSG00000136238,ENSG00000154229,ENSG00000156052,ENSG00000160014,ENSG00000198668	2.3483123835E0	1.15636E-4	2.85937E-3
h_rac1Pathway	17	19	6	947	0.63	11	18174	0.06	FOXC1,FOXL1,MAP3K1,MZF1,PAK1,TRIO	ENSG00000017797,ENSG00000075651,ENSG00000077157,ENSG00000106683,ENSG00000112290,ENSG00000121879,ENSG00000128656,ENSG00000132254,ENSG00000136238,ENSG00000141968,ENSG00000225134	2.3483123835E0	1.15636E-4	2.85937E-3
h_RacCycDPathway	16	21	5	948	0.52	11	18174	0.06	FOXC1,FOXL1,MZF1,PAK1,TFDP1	ENSG00000067560,ENSG00000073009,ENSG00000102882,ENSG00000105173,ENSG00000111276,ENSG00000121879,ENSG00000123374,ENSG00000124762,ENSG00000136238,ENSG00000142208,ENSG00000225134	2.1649354176E0	8.35105E-4	6.88329E-3
h_skp2e2fPathway	8	8	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,MZF1,TFDP1	ENSG00000055130,ENSG00000105173,ENSG00000123374,ENSG00000145604	2.9527235731E0	3.64025E-4	4.71499E-3
h_tollPathway	16	18	5	948	0.52	11	18174	0.06	FOXC1,FOXL1,MAP3K1,MZF1,PPARA	ENSG00000006062,ENSG00000034152,ENSG00000055332,ENSG00000065559,ENSG00000073009,ENSG00000100324,ENSG00000112062,ENSG00000164342,ENSG00000172936,ENSG00000175104,ENSG00000196664	2.1649354176E0	8.35105E-4	6.88329E-3
h_cdc42racPathway	8	8	4	949	0.42	4	18181	0.02	FOXL1,MZF1,PAK1,WASL	ENSG00000067560,ENSG00000121879,ENSG00000136238,ENSG00000225134	2.9527235731E0	3.64025E-4	4.71499E-3
