#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
h_btg2Pathway	11	11	1	990	0.1	10	22446	0.04	BTG2	ENSG00000110092,ENSG00000113578,ENSG00000126457,ENSG00000133639,ENSG00000134259,ENSG00000139687,ENSG00000141510,ENSG00000159259,ENSG00000167670,ENSG00000170689	818577.66745E-6	3.78199E-1	6.59424E-1
h_classicPathway	9	9	2	989	0.2	7	22449	0.03	C2,C5	ENSG00000039537,ENSG00000112936,ENSG00000113600,ENSG00000125730,ENSG00000157131,ENSG00000182326,ENSG00000227746	1.8695440486E0	5.2734E-2	2.17328E-1
h_compPathway	16	16	2	989	0.2	14	22442	0.06	C2,C5	ENSG00000009724,ENSG00000039537,ENSG00000112936,ENSG00000113600,ENSG00000125730,ENSG00000127241,ENSG00000157131,ENSG00000165471,ENSG00000182326,ENSG00000227746,ENSG00000239754,ENSG00000241534,ENSG00000242335,ENSG00000243570	1.1760850015E0	1.45039E-1	4.06707E-1
h_lectinPathway	11	11	2	989	0.2	9	22447	0.04	C2,C5	ENSG00000009724,ENSG00000039537,ENSG00000112936,ENSG00000113600,ENSG00000125730,ENSG00000127241,ENSG00000157131,ENSG00000165471,ENSG00000227746	1.6181405256E0	7.62188E-2	2.55945E-1
h_alternativePathway	11	11	1	990	0.1	10	22446	0.04	C5	ENSG00000039537,ENSG00000112936,ENSG00000113600,ENSG00000125730,ENSG00000126759,ENSG00000157131,ENSG00000239754,ENSG00000241534,ENSG00000242335,ENSG00000243570	818577.66745E-6	3.78199E-1	6.59424E-1
h_granulocytesPathway	18	18	2	989	0.2	16	22440	0.07	C5,ICAM1	ENSG00000005844,ENSG00000108342,ENSG00000110876,ENSG00000111537,ENSG00000115008,ENSG00000160255,ENSG00000169429,ENSG00000169896,ENSG00000174175,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.0424644863E0	1.75215E-1	4.67241E-1
h_LairPathway	21	21	2	989	0.2	19	22437	0.08	C5,ICAM1	ENSG00000005844,ENSG00000039537,ENSG00000110876,ENSG00000112936,ENSG00000113889,ENSG00000115008,ENSG00000115232,ENSG00000125730,ENSG00000150093,ENSG00000160255,ENSG00000169429,ENSG00000174175,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	870480.53063E-6	2.21988E-1	5.1744E-1
h_mCalpainPathway	16	15	5	986	0.5	11	22445	0.05	CAPN2,EZR,HOXA5,PRKAR1A,TLN1	ENSG00000005249,ENSG00000014216,ENSG00000114302,ENSG00000138798,ENSG00000142875,ENSG00000143632,ENSG00000146648,ENSG00000150093,ENSG00000165059,ENSG00000186810,ENSG00000188191	2.3367094362E0	3.94864E-4	2.68507E-2
h_mef2dPathway	13	13	3	988	0.3	10	22446	0.04	CAPN2,PRKCB,SOX17	ENSG00000100393,ENSG00000101096,ENSG00000116478,ENSG00000120910,ENSG00000131196,ENSG00000138814,ENSG00000154229,ENSG00000160014,ENSG00000196591,ENSG00000198668	1.9192122015E0	1.56665E-2	1.17303E-1
h_longevityPathway	11	11	1	990	0.1	10	22446	0.04	CAT	ENSG00000017427,ENSG00000105851,ENSG00000112964,ENSG00000118689,ENSG00000121879,ENSG00000140443,ENSG00000142208,ENSG00000145675,ENSG00000160691,ENSG00000225134	818577.66745E-6	3.78199E-1	6.59424E-1
h_nktPathway	18	18	1	990	0.1	17	22439	0.08	CCR1	ENSG00000077238,ENSG00000081985,ENSG00000096996,ENSG00000102245,ENSG00000105329,ENSG00000109471,ENSG00000111537,ENSG00000113525,ENSG00000115604,ENSG00000119699,ENSG00000121966,ENSG00000126353,ENSG00000159128,ENSG00000160791,ENSG00000178562,ENSG00000183625,ENSG00000186810	287637.50818E-6	5.40498E-1	8.40089E-1
h_deathPathway	24	24	2	989	0.2	22	22434	0.1	CFLAR,LMNA	ENSG00000003400,ENSG00000006062,ENSG00000015475,ENSG00000023445,ENSG00000064012,ENSG00000101966,ENSG00000102871,ENSG00000109320,ENSG00000110330,ENSG00000120868,ENSG00000121858,ENSG00000127191,ENSG00000132906,ENSG00000138794,ENSG00000148935,ENSG00000160049,ENSG00000164305,ENSG00000165806,ENSG00000168040,ENSG00000169598,ENSG00000171791,ENSG00000197694	723743.33978E-6	2.69582E-1	5.55502E-1
h_fasPathway	27	27	5	986	0.5	22	22434	0.1	CFLAR,HOXA5,JUN,LMNA,RIPK2	ENSG00000003400,ENSG00000026103,ENSG00000064012,ENSG00000065559,ENSG00000095015,ENSG00000107643,ENSG00000113368,ENSG00000117560,ENSG00000121031,ENSG00000138794,ENSG00000139687,ENSG00000143799,ENSG00000149269,ENSG00000160049,ENSG00000164305,ENSG00000165806,ENSG00000168040,ENSG00000169598,ENSG00000176619,ENSG00000180370,ENSG00000185104,ENSG00000197694	1.6430720487E0	4.96248E-3	7.10046E-2
h_HivnefPathway	53	53	3	988	0.3	50	22406	0.22	CFLAR,LMNA,PRKCD	ENSG00000006062,ENSG00000008128,ENSG00000015475,ENSG00000023445,ENSG00000026103,ENSG00000028137,ENSG00000056558,ENSG00000064012,ENSG00000067182,ENSG00000076984,ENSG00000080815,ENSG00000095015,ENSG00000101966,ENSG00000102871,ENSG00000106144,ENSG00000107643,ENSG00000109320,ENSG00000110330,ENSG00000113368,ENSG00000117560,ENSG00000120868,ENSG00000121031,ENSG00000127191,ENSG00000132906,ENSG00000135679,ENSG00000137497,ENSG00000138794,ENSG00000139687,ENSG00000143799,ENSG00000143801,ENSG00000156735,ENSG00000160049,ENSG00000164305,ENSG00000165806,ENSG00000168040,ENSG00000169372,ENSG00000169598,ENSG00000171791,ENSG00000176619,ENSG00000180370,ENSG00000197442,ENSG00000197694,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810,ENSG00000235865	307990.64461E-6	3.89434E-1	6.74688E-1
h_il2rbPathway	31	31	4	987	0.4	27	22429	0.12	CFLAR,FOS,MAPK3,SOCS3	ENSG00000026103,ENSG00000100030,ENSG00000100385,ENSG00000101412,ENSG00000105639,ENSG00000105851,ENSG00000108443,ENSG00000110395,ENSG00000111679,ENSG00000115904,ENSG00000117560,ENSG00000121879,ENSG00000123609,ENSG00000126561,ENSG00000132155,ENSG00000134460,ENSG00000136997,ENSG00000142208,ENSG00000145675,ENSG00000160691,ENSG00000161405,ENSG00000165025,ENSG00000171791,ENSG00000177885,ENSG00000185338,ENSG00000196262,ENSG00000225134	1.2138974991E0	4.032E-2	1.89087E-1
h_pparaPathway	53	52	8	983	0.81	45	22411	0.2	CITED2,DUSP1,HOXA5,JUN,LPL,MAPK3,PRKAR1A,PRKCB	ENSG00000005249,ENSG00000005339,ENSG00000007171,ENSG00000025434,ENSG00000065833,ENSG00000073756,ENSG00000080824,ENSG00000084676,ENSG00000100030,ENSG00000100393,ENSG00000105851,ENSG00000109819,ENSG00000113790,ENSG00000114302,ENSG00000118137,ENSG00000121879,ENSG00000125686,ENSG00000126561,ENSG00000128951,ENSG00000131910,ENSG00000136997,ENSG00000139687,ENSG00000141027,ENSG00000142875,ENSG00000145675,ENSG00000154229,ENSG00000161533,ENSG00000165059,ENSG00000175745,ENSG00000180530,ENSG00000185591,ENSG00000186951,ENSG00000188191,ENSG00000196498,ENSG00000197461,ENSG00000204490,ENSG00000206439,ENSG00000213523,ENSG00000223952,ENSG00000225134,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000231555,ENSG00000232810	1.3994771205E0	1.61969E-3	4.54116E-2
h_ace2Pathway	13	13	2	989	0.2	11	22445	0.05	COL4A4,EGR1	ENSG00000092009,ENSG00000130234,ENSG00000134871,ENSG00000135744,ENSG00000143839,ENSG00000144891,ENSG00000159640,ENSG00000169031,ENSG00000180772,ENSG00000188153,ENSG00000197565	1.4173807274E0	1.02304E-1	3.23567E-1
h_amiPathway	19	19	2	989	0.2	17	22439	0.08	COL4A4,EGR1	ENSG00000003436,ENSG00000057593,ENSG00000115718,ENSG00000117601,ENSG00000122194,ENSG00000126218,ENSG00000134871,ENSG00000169031,ENSG00000169877,ENSG00000171557,ENSG00000171560,ENSG00000171564,ENSG00000180210,ENSG00000181104,ENSG00000184500,ENSG00000188153,ENSG00000197565	981795.30024E-6	1.9065E-1	4.84655E-1
h_intrinsicPathway	22	22	3	988	0.3	19	22437	0.08	COL4A4,EGR1,SERPING1	ENSG00000088926,ENSG00000101981,ENSG00000113889,ENSG00000115718,ENSG00000117601,ENSG00000126218,ENSG00000131187,ENSG00000134871,ENSG00000169031,ENSG00000171557,ENSG00000171560,ENSG00000171564,ENSG00000180210,ENSG00000181104,ENSG00000184500,ENSG00000185010,ENSG00000188153,ENSG00000197565,ENSG00000198734	1.2769572726E0	6.37685E-2	2.45609E-1
h_npp1Pathway	9	9	2	989	0.2	7	22449	0.03	COL4A4,EGR1	ENSG00000029559,ENSG00000134871,ENSG00000162551,ENSG00000169031,ENSG00000188153,ENSG00000197565,ENSG00000197594	1.8695440486E0	5.2734E-2	2.17328E-1
h_plateletAppPathway	13	13	2	989	0.2	11	22445	0.05	COL4A4,EGR1	ENSG00000088926,ENSG00000101981,ENSG00000106366,ENSG00000122194,ENSG00000122861,ENSG00000134871,ENSG00000142192,ENSG00000169031,ENSG00000180210,ENSG00000188153,ENSG00000197565	1.4173807274E0	1.02304E-1	3.23567E-1
h_vitCBPathway	10	10	2	989	0.2	8	22448	0.04	COL4A4,EGR1	ENSG00000059804,ENSG00000089057,ENSG00000134871,ENSG00000169031,ENSG00000170482,ENSG00000185624,ENSG00000188153,ENSG00000197565	1.7359681096E0	6.41111E-2	2.45609E-1
h_cxcr4Pathway	17	17	4	987	0.4	13	22443	0.06	CRK,GNAQ,MAPK3,PRKCB	ENSG00000050820,ENSG00000100030,ENSG00000109320,ENSG00000120899,ENSG00000121879,ENSG00000121966,ENSG00000124181,ENSG00000132155,ENSG00000139144,ENSG00000145675,ENSG00000154229,ENSG00000169032,ENSG00000225134	1.9454090048E0	4.85607E-3	7.10046E-2
h_metPathway	28	29	4	987	0.4	24	22432	0.11	CRK,FOS,JUN,MAPK3	ENSG00000019991,ENSG00000100030,ENSG00000104814,ENSG00000105851,ENSG00000105976,ENSG00000107263,ENSG00000107643,ENSG00000109458,ENSG00000115904,ENSG00000116473,ENSG00000120899,ENSG00000121879,ENSG00000127314,ENSG00000132155,ENSG00000143632,ENSG00000145675,ENSG00000149269,ENSG00000150093,ENSG00000168610,ENSG00000169032,ENSG00000171862,ENSG00000177885,ENSG00000179295,ENSG00000225134	1.3318142812E0	2.89597E-2	1.60756E-1
h_etsPathway	15	15	3	988	0.3	12	22444	0.05	CSF1,FOS,JUN	ENSG00000064703,ENSG00000080839,ENSG00000101412,ENSG00000108840,ENSG00000127511,ENSG00000134954,ENSG00000157557,ENSG00000169375,ENSG00000182578,ENSG00000196498,ENSG00000196591,ENSG00000205250	1.736801538E0	2.34089E-2	1.38418E-1
h_inflamPathway	27	27	1	990	0.1	26	22430	0.12	CSF1	ENSG00000095752,ENSG00000104432,ENSG00000105329,ENSG00000108342,ENSG00000109471,ENSG00000111537,ENSG00000113525,ENSG00000115008,ENSG00000119699,ENSG00000136634,ENSG00000164136,ENSG00000164399,ENSG00000169194,ENSG00000169429,ENSG00000171855,ENSG00000197461,ENSG00000197919,ENSG00000204490,ENSG00000206240,ENSG00000206306,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	-137646.85364E-6	6.88591E-1	1E0
h_mspPathway	12	12	1	990	0.1	11	22445	0.05	CSF1	ENSG00000125538,ENSG00000164078,ENSG00000173531,ENSG00000186301,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	723222.93529E-6	4.04492E-1	6.79147E-1
h_stemPathway	10	10	1	990	0.1	9	22447	0.04	CSF1	ENSG00000095752,ENSG00000104432,ENSG00000108342,ENSG00000109471,ENSG00000113525,ENSG00000130427,ENSG00000153563,ENSG00000164399,ENSG00000169429	923982.73349E-6	3.50746E-1	6.3602E-1
h_cell2cellPathway	9	9	1	990	0.1	8	22448	0.04	CTNNA1	ENSG00000035403,ENSG00000050820,ENSG00000066032,ENSG00000077522,ENSG00000103653,ENSG00000146006,ENSG00000168036,ENSG00000183230	1.0418103175E0	3.22083E-1	6.12633E-1
h_akap95Pathway	8	8	1	990	0.1	7	22449	0.03	DDX5	ENSG00000005249,ENSG00000010292,ENSG00000114302,ENSG00000134057,ENSG00000142875,ENSG00000165059,ENSG00000181929	1.1753862566E0	2.92155E-1	5.71699E-1
h_cd40Pathway	10	10	1	990	0.1	9	22447	0.04	DUSP1	ENSG00000006062,ENSG00000070061,ENSG00000073009,ENSG00000095015,ENSG00000101017,ENSG00000102245,ENSG00000109320,ENSG00000118503,ENSG00000175104	923982.73349E-6	3.50746E-1	6.3602E-1
h_dspPathway	9	9	4	987	0.4	5	22451	0.02	DUSP1,DUSP6,DUSP8,MAPK3	ENSG00000107643,ENSG00000112062,ENSG00000120875,ENSG00000130829,ENSG00000158050	2.9012768449E0	3.36986E-4	2.68507E-2
h_nthiPathway	22	22	4	987	0.4	18	22438	0.08	DUSP1,MAP2K3,MYD88,NR3C1	ENSG00000005339,ENSG00000006062,ENSG00000100393,ENSG00000106799,ENSG00000109320,ENSG00000112062,ENSG00000125538,ENSG00000141646,ENSG00000166949,ENSG00000169429,ENSG00000185386,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.6197637929E0	1.26247E-2	1.14464E-1
h_tnfr2Pathway	11	11	1	990	0.1	10	22446	0.04	DUSP1	ENSG00000006062,ENSG00000028137,ENSG00000056558,ENSG00000070061,ENSG00000073009,ENSG00000095015,ENSG00000109320,ENSG00000118503,ENSG00000127191,ENSG00000136560	818577.66745E-6	3.78199E-1	6.59424E-1
h_eradPathway	11	11	2	989	0.2	9	22447	0.04	EDEM1,MAN1A1	ENSG00000055130,ENSG00000058262,ENSG00000089597,ENSG00000104774,ENSG00000115275,ENSG00000116661,ENSG00000126261,ENSG00000196547,ENSG00000198162	1.6181405256E0	7.62188E-2	2.55945E-1
h_cdk5Pathway	11	11	2	989	0.2	9	22447	0.04	EGR1,MAPK3	ENSG00000064300,ENSG00000100030,ENSG00000132155,ENSG00000134259,ENSG00000136908,ENSG00000167751,ENSG00000169032,ENSG00000176749,ENSG00000235807	1.6181405256E0	7.62188E-2	2.55945E-1
h_ucalpainPathway	10	10	3	988	0.3	7	22449	0.03	EZR,RHOA,TLN1	ENSG00000014216,ENSG00000056345,ENSG00000077522,ENSG00000136238,ENSG00000143632,ENSG00000150093,ENSG00000197694	2.2760207906E0	7.22581E-3	8.74541E-2
h_Par1Pathway	18	18	5	986	0.5	13	22443	0.06	F2RL3,GNAQ,PRKCB,RHOA,ROCK1	ENSG00000077157,ENSG00000105851,ENSG00000120063,ENSG00000120899,ENSG00000121879,ENSG00000145675,ENSG00000146535,ENSG00000154229,ENSG00000164742,ENSG00000180210,ENSG00000181104,ENSG00000182621,ENSG00000225134	2.1695662409E0	7.21824E-4	3.2041E-2
h_sppaPathway	15	15	3	988	0.3	12	22444	0.05	F2RL3,MAPK3,PRKCB	ENSG00000059377,ENSG00000095303,ENSG00000100030,ENSG00000116711,ENSG00000132155,ENSG00000150093,ENSG00000154229,ENSG00000165025,ENSG00000169032,ENSG00000180210,ENSG00000181104,ENSG00000182621	1.736801538E0	2.34089E-2	1.38418E-1
h_nfatPathway	46	45	5	986	0.5	41	22415	0.18	FGF2,HBEGF,HOXA5,MAPK3,PRKAR1A	ENSG00000005249,ENSG00000005339,ENSG00000008118,ENSG00000017427,ENSG00000078401,ENSG00000082701,ENSG00000100030,ENSG00000100968,ENSG00000101096,ENSG00000105851,ENSG00000107643,ENSG00000108443,ENSG00000112062,ENSG00000113196,ENSG00000113712,ENSG00000114302,ENSG00000120910,ENSG00000121879,ENSG00000125414,ENSG00000131196,ENSG00000132155,ENSG00000135744,ENSG00000136574,ENSG00000138814,ENSG00000142208,ENSG00000142875,ENSG00000143632,ENSG00000145675,ENSG00000150281,ENSG00000152495,ENSG00000160014,ENSG00000164107,ENSG00000165059,ENSG00000169032,ENSG00000169393,ENSG00000179218,ENSG00000180210,ENSG00000183072,ENSG00000188191,ENSG00000198668,ENSG00000225134	1.0196951477E0	4.38201E-2	1.99541E-1
h_no1Pathway	27	26	4	987	0.4	23	22433	0.1	FLT4,HOXA5,KDR,PRKAR1A	ENSG00000005249,ENSG00000080824,ENSG00000105974,ENSG00000112715,ENSG00000113889,ENSG00000114302,ENSG00000138435,ENSG00000139514,ENSG00000142208,ENSG00000142875,ENSG00000143632,ENSG00000152270,ENSG00000159173,ENSG00000160014,ENSG00000164867,ENSG00000165059,ENSG00000168398,ENSG00000168539,ENSG00000172572,ENSG00000186642,ENSG00000188191,ENSG00000198626,ENSG00000198668	1.3744184738E0	2.56561E-2	1.48478E-1
h_vegfPathway	23	23	3	988	0.3	20	22436	0.09	FLT4,KDR,PRKCB	ENSG00000066044,ENSG00000100644,ENSG00000105851,ENSG00000112715,ENSG00000115211,ENSG00000119718,ENSG00000121879,ENSG00000124181,ENSG00000125977,ENSG00000130741,ENSG00000134001,ENSG00000134086,ENSG00000143437,ENSG00000145191,ENSG00000145675,ENSG00000154229,ENSG00000160691,ENSG00000164867,ENSG00000173674,ENSG00000225134	1.225619408E0	7.11165E-2	2.55945E-1
h_arenrf2Pathway	17	17	3	988	0.3	14	22442	0.06	FOS,JUN,PRKCB	ENSG00000053371,ENSG00000079999,ENSG00000100030,ENSG00000107643,ENSG00000112062,ENSG00000116791,ENSG00000118260,ENSG00000127948,ENSG00000137731,ENSG00000154229,ENSG00000185022,ENSG00000197063,ENSG00000198517,ENSG00000244067	1.5825617435E0	3.2868E-2	1.62547E-1
h_bcellsurvivalPathway	15	15	2	989	0.2	13	22443	0.06	FOS,JUND	ENSG00000089685,ENSG00000101966,ENSG00000105851,ENSG00000115484,ENSG00000121879,ENSG00000142208,ENSG00000145675,ENSG00000150093,ENSG00000164305,ENSG00000165806,ENSG00000178951,ENSG00000198793,ENSG00000225134	1.250237532E0	1.304E-1	3.81384E-1
h_bcrPathway	28	28	4	987	0.4	24	22432	0.11	FOS,JUN,MAPK3,PRKCB	ENSG00000007312,ENSG00000010671,ENSG00000095015,ENSG00000100968,ENSG00000101096,ENSG00000105369,ENSG00000107643,ENSG00000112062,ENSG00000115904,ENSG00000120910,ENSG00000124181,ENSG00000131196,ENSG00000132155,ENSG00000136238,ENSG00000138814,ENSG00000141968,ENSG00000147507,ENSG00000154229,ENSG00000160014,ENSG00000160691,ENSG00000165025,ENSG00000169032,ENSG00000177885,ENSG00000198668	1.3318142812E0	2.89597E-2	1.60756E-1
h_cardiacegfPathway	16	16	4	987	0.4	12	22444	0.05	FOS,JUN,PRKCB,RHOA	ENSG00000078401,ENSG00000109320,ENSG00000124181,ENSG00000135744,ENSG00000136160,ENSG00000136997,ENSG00000138798,ENSG00000146648,ENSG00000148848,ENSG00000151617,ENSG00000154229,ENSG00000180772	2.0254962688E0	3.84052E-3	6.52889E-2
h_Ccr5Pathway	13	13	4	987	0.4	9	22447	0.04	FOS,GNAQ,JUN,PRKCB	ENSG00000107643,ENSG00000112062,ENSG00000120899,ENSG00000121966,ENSG00000124181,ENSG00000154229,ENSG00000160014,ENSG00000160791,ENSG00000198668	2.3133119983E0	1.66955E-3	4.54116E-2
h_cdMacPathway	18	18	4	987	0.4	14	22442	0.06	FOS,JUN,MAPK3,PRKCB	ENSG00000100030,ENSG00000109320,ENSG00000132155,ENSG00000136997,ENSG00000154229,ENSG00000169032,ENSG00000182621,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.8712564743E0	6.03728E-3	7.81971E-2
h_dreampathway	13	12	5	986	0.5	8	22448	0.04	FOS,HOXA5,JUN,MAPK3,PRKAR1A	ENSG00000005249,ENSG00000082556,ENSG00000114302,ENSG00000115041,ENSG00000118260,ENSG00000142875,ENSG00000165059,ENSG00000188191	2.6552968185E0	1.29357E-4	1.75926E-2
h_egfPathway	22	22	4	987	0.4	18	22438	0.08	FOS,JUN,MAPK3,PRKCB	ENSG00000065559,ENSG00000095015,ENSG00000101266,ENSG00000107643,ENSG00000115904,ENSG00000121879,ENSG00000124181,ENSG00000126561,ENSG00000132155,ENSG00000138798,ENSG00000145675,ENSG00000146648,ENSG00000154229,ENSG00000160691,ENSG00000168610,ENSG00000169032,ENSG00000177885,ENSG00000225134	1.6197637929E0	1.26247E-2	1.14464E-1
h_epoPathway	15	15	3	988	0.3	12	22444	0.05	FOS,JUN,MAPK3	ENSG00000096968,ENSG00000101266,ENSG00000107643,ENSG00000111679,ENSG00000115904,ENSG00000124181,ENSG00000126561,ENSG00000130427,ENSG00000132155,ENSG00000160691,ENSG00000169032,ENSG00000177885	1.736801538E0	2.34089E-2	1.38418E-1
h_fcer1Pathway	35	35	5	986	0.5	30	22426	0.13	FOS,JUN,MAPK3,MS4A2,PRKCB	ENSG00000010671,ENSG00000065559,ENSG00000076984,ENSG00000095015,ENSG00000100030,ENSG00000100968,ENSG00000101096,ENSG00000105851,ENSG00000107643,ENSG00000115904,ENSG00000116711,ENSG00000120910,ENSG00000121879,ENSG00000124181,ENSG00000131196,ENSG00000132155,ENSG00000138814,ENSG00000141968,ENSG00000145675,ENSG00000147507,ENSG00000158869,ENSG00000160014,ENSG00000160691,ENSG00000165025,ENSG00000169032,ENSG00000177885,ENSG00000179639,ENSG00000180370,ENSG00000198668,ENSG00000225134	1.3325604552E0	1.51227E-2	1.17303E-1
h_gleevecpathway	19	20	3	988	0.3	16	22440	0.07	FOS,JUN,MAPK3	ENSG00000065559,ENSG00000095015,ENSG00000096968,ENSG00000105851,ENSG00000107643,ENSG00000115904,ENSG00000121879,ENSG00000126561,ENSG00000132155,ENSG00000136997,ENSG00000142208,ENSG00000145675,ENSG00000169032,ENSG00000177885,ENSG00000186716,ENSG00000225134	1.4489412283E0	4.40165E-2	1.99541E-1
h_gpcrPathway	26	25	8	983	0.81	18	22438	0.08	FOS,GNAQ,HOXA5,JUN,MAPK3,PRKAR1A,PRKCB,RPS6KA3	ENSG00000005249,ENSG00000100968,ENSG00000101096,ENSG00000114302,ENSG00000118260,ENSG00000120910,ENSG00000124181,ENSG00000131196,ENSG00000132155,ENSG00000138814,ENSG00000142875,ENSG00000154229,ENSG00000160014,ENSG00000164742,ENSG00000165059,ENSG00000169032,ENSG00000188191,ENSG00000198668	2.3169718927E0	7.83547E-6	2.13125E-3
h_igf1Pathway	17	17	3	988	0.3	14	22442	0.06	FOS,JUN,MAPK3	ENSG00000017427,ENSG00000101266,ENSG00000105851,ENSG00000107643,ENSG00000115904,ENSG00000121879,ENSG00000132155,ENSG00000140443,ENSG00000145675,ENSG00000160691,ENSG00000169032,ENSG00000177885,ENSG00000179295,ENSG00000225134	1.5825617435E0	3.2868E-2	1.62547E-1
h_il2Pathway	17	17	3	988	0.3	14	22442	0.06	FOS,JUN,MAPK3	ENSG00000100385,ENSG00000101266,ENSG00000105639,ENSG00000107643,ENSG00000109471,ENSG00000115904,ENSG00000126561,ENSG00000132155,ENSG00000134460,ENSG00000160691,ENSG00000165025,ENSG00000169032,ENSG00000177885,ENSG00000182866	1.5825617435E0	3.2868E-2	1.62547E-1
h_il3Pathway	13	13	2	989	0.2	11	22445	0.05	FOS,MAPK3	ENSG00000096968,ENSG00000100368,ENSG00000111679,ENSG00000115904,ENSG00000126561,ENSG00000132155,ENSG00000160691,ENSG00000164399,ENSG00000169032,ENSG00000177885,ENSG00000185291	1.4173807274E0	1.02304E-1	3.23567E-1
