#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
h_cardiacegfPathway	16	16	4	987	0.4	12	22444	0.05	FOS,JUN,PRKCB,RHOA	ENSG00000078401,ENSG00000109320,ENSG00000124181,ENSG00000135744,ENSG00000136160,ENSG00000136997,ENSG00000138798,ENSG00000146648,ENSG00000148848,ENSG00000151617,ENSG00000154229,ENSG00000180772	2.0254962688E0	3.84052E-3	6.52889E-2
h_Ccr5Pathway	13	13	4	987	0.4	9	22447	0.04	FOS,GNAQ,JUN,PRKCB	ENSG00000107643,ENSG00000112062,ENSG00000120899,ENSG00000121966,ENSG00000124181,ENSG00000154229,ENSG00000160014,ENSG00000160791,ENSG00000198668	2.3133119983E0	1.66955E-3	4.54116E-2
h_cdMacPathway	18	18	4	987	0.4	14	22442	0.06	FOS,JUN,MAPK3,PRKCB	ENSG00000100030,ENSG00000109320,ENSG00000132155,ENSG00000136997,ENSG00000154229,ENSG00000169032,ENSG00000182621,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.8712564743E0	6.03728E-3	7.81971E-2
h_dreampathway	13	12	5	986	0.5	8	22448	0.04	FOS,HOXA5,JUN,MAPK3,PRKAR1A	ENSG00000005249,ENSG00000082556,ENSG00000114302,ENSG00000115041,ENSG00000118260,ENSG00000142875,ENSG00000165059,ENSG00000188191	2.6552968185E0	1.29357E-4	1.75926E-2
h_gpcrPathway	26	25	8	983	0.81	18	22438	0.08	FOS,GNAQ,HOXA5,JUN,MAPK3,PRKAR1A,PRKCB,RPS6KA3	ENSG00000005249,ENSG00000100968,ENSG00000101096,ENSG00000114302,ENSG00000118260,ENSG00000120910,ENSG00000124181,ENSG00000131196,ENSG00000132155,ENSG00000138814,ENSG00000142875,ENSG00000154229,ENSG00000160014,ENSG00000164742,ENSG00000165059,ENSG00000169032,ENSG00000188191,ENSG00000198668	2.3169718927E0	7.83547E-6	2.13125E-3
h_keratinocytePathway	41	42	7	984	0.71	34	22422	0.15	FOS,JUN,MAP2K3,MAPK3,PRKCB,PRKCD,PRKCE	ENSG00000006062,ENSG00000026103,ENSG00000027075,ENSG00000028137,ENSG00000065559,ENSG00000065675,ENSG00000067182,ENSG00000076984,ENSG00000095015,ENSG00000100030,ENSG00000107643,ENSG00000109320,ENSG00000112062,ENSG00000117560,ENSG00000122592,ENSG00000126583,ENSG00000127191,ENSG00000132155,ENSG00000134954,ENSG00000138798,ENSG00000146648,ENSG00000154229,ENSG00000157557,ENSG00000169032,ENSG00000171791,ENSG00000185591,ENSG00000197442,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.5457216261E0	1.50661E-3	4.54116E-2
h_tollPathway	18	18	5	986	0.5	13	22443	0.06	FOS,JUN,MAP2K3,MYD88,TLR7	ENSG00000006062,ENSG00000008438,ENSG00000055332,ENSG00000065559,ENSG00000073009,ENSG00000095015,ENSG00000100324,ENSG00000107643,ENSG00000109320,ENSG00000112062,ENSG00000164342,ENSG00000175104,ENSG00000186951	2.1695662409E0	7.21824E-4	3.2041E-2
h_CCR3Pathway	16	16	4	987	0.4	12	22444	0.05	GNAQ,MAPK3,PRKCB,RHOA	ENSG00000077157,ENSG00000087460,ENSG00000100030,ENSG00000106683,ENSG00000132155,ENSG00000134318,ENSG00000139144,ENSG00000154229,ENSG00000169032,ENSG00000172156,ENSG00000182621,ENSG00000183625	2.0254962688E0	3.84052E-3	6.52889E-2
h_myosinPathway	9	9	3	988	0.3	6	22450	0.03	GNAQ,PRKCB,ROCK1	ENSG00000077157,ENSG00000100852,ENSG00000120063,ENSG00000146535,ENSG00000154229,ENSG00000182621	2.4302160149E0	5.22092E-3	7.10046E-2
h_pyk2Pathway	23	23	5	986	0.5	18	22438	0.08	GNAQ,JUN,MAP2K3,MAPK3,PRKCB	ENSG00000050820,ENSG00000065559,ENSG00000095015,ENSG00000100030,ENSG00000107643,ENSG00000112062,ENSG00000115904,ENSG00000120899,ENSG00000124181,ENSG00000132155,ENSG00000136238,ENSG00000149269,ENSG00000154229,ENSG00000160014,ENSG00000160691,ENSG00000169032,ENSG00000177885,ENSG00000198668	1.843921029E0	2.37846E-3	5.39118E-2
h_rhoPathway	17	17	4	987	0.4	13	22443	0.06	HOXA5,RHOA,ROCK1,TLN1	ENSG00000035403,ENSG00000047648,ENSG00000050327,ENSG00000077157,ENSG00000089820,ENSG00000100852,ENSG00000106683,ENSG00000107242,ENSG00000131504,ENSG00000132694,ENSG00000143398,ENSG00000175220,ENSG00000235865	1.9454090048E0	4.85607E-3	7.10046E-2
h_integrinPathway	25	26	5	986	0.5	20	22436	0.09	JUN,MAPK3,RHOA,ROCK1,TLN1	ENSG00000014216,ENSG00000035403,ENSG00000050820,ENSG00000077157,ENSG00000077522,ENSG00000079308,ENSG00000100030,ENSG00000103653,ENSG00000105974,ENSG00000107263,ENSG00000107643,ENSG00000115904,ENSG00000116473,ENSG00000132155,ENSG00000143632,ENSG00000150093,ENSG00000160691,ENSG00000169032,ENSG00000177885,ENSG00000186716	1.7384713749E0	3.50185E-3	6.52889E-2
h_ecmPathway	16	16	4	987	0.4	12	22444	0.05	MAPK3,RHOA,ROCK1,TLN1	ENSG00000100030,ENSG00000100852,ENSG00000105851,ENSG00000121879,ENSG00000131504,ENSG00000132155,ENSG00000145675,ENSG00000150093,ENSG00000160691,ENSG00000169032,ENSG00000225134,ENSG00000235865	2.0254962688E0	3.84052E-3	6.52889E-2
