#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
hsa03020	29	35	5	791	0.63	24	19502	0.12	FOXC1,FOXL1,POLR1D,POLR2A,POLR2J3	ENSG00000013503,ENSG00000066379,ENSG00000099817,ENSG00000100413,ENSG00000102978,ENSG00000105258,ENSG00000113356,ENSG00000121851,ENSG00000125630,ENSG00000132664,ENSG00000147669,ENSG00000161980,ENSG00000163882,ENSG00000168495,ENSG00000171453,ENSG00000177700,ENSG00000186141,ENSG00000206502,ENSG00000224859,ENSG00000233795,ENSG00000235176,ENSG00000235443,ENSG00000236808,ENSG00000236949	1.6363584177E0	4.94583E-3	6.42011E-2
hsa05213	44	52	6	790	0.75	38	19488	0.19	FOXC1,FOXL1,MAP2K1,MYC,NRAS,SOS1	ENSG00000002330,ENSG00000039068,ENSG00000044115,ENSG00000051382,ENSG00000076242,ENSG00000078061,ENSG00000081059,ENSG00000082701,ENSG00000100485,ENSG00000102882,ENSG00000103126,ENSG00000105221,ENSG00000105647,ENSG00000110092,ENSG00000115266,ENSG00000117020,ENSG00000117461,ENSG00000118689,ENSG00000121879,ENSG00000126767,ENSG00000126934,ENSG00000132906,ENSG00000133703,ENSG00000134982,ENSG00000138798,ENSG00000141506,ENSG00000141510,ENSG00000141736,ENSG00000142208,ENSG00000146648,ENSG00000148737,ENSG00000166333,ENSG00000168036,ENSG00000168646,ENSG00000171608,ENSG00000171862,ENSG00000174775,ENSG00000183230	1.3596945346E0	7.02822E-3	8.52172E-2
hsa04012	68	88	8	788	1.01	60	19466	0.31	FOXC1,FOXL1,MAP2K1,MTOR,MYC,NCK2,NRAS,SOS1	ENSG00000002330,ENSG00000050748,ENSG00000051382,ENSG00000058404,ENSG00000065361,ENSG00000065559,ENSG00000076984,ENSG00000077264,ENSG00000078061,ENSG00000082701,ENSG00000097007,ENSG00000099942,ENSG00000100485,ENSG00000101349,ENSG00000102882,ENSG00000105221,ENSG00000105647,ENSG00000109321,ENSG00000109339,ENSG00000111276,ENSG00000113070,ENSG00000117020,ENSG00000117461,ENSG00000121879,ENSG00000124181,ENSG00000124762,ENSG00000124882,ENSG00000126561,ENSG00000126767,ENSG00000126934,ENSG00000129946,ENSG00000130669,ENSG00000133703,ENSG00000137843,ENSG00000138798,ENSG00000141506,ENSG00000141736,ENSG00000142208,ENSG00000142273,ENSG00000143322,ENSG00000145349,ENSG00000146648,ENSG00000148082,ENSG00000149269,ENSG00000154229,ENSG00000157168,ENSG00000158092,ENSG00000163235,ENSG00000169398,ENSG00000171608,ENSG00000173757,ENSG00000174775,ENSG00000174808,ENSG00000175634,ENSG00000177606,ENSG00000178568,ENSG00000180370,ENSG00000187840,ENSG00000197122,ENSG00000205595	1.1920235226E0	4.964E-3	6.42011E-2
hsa00903	12	14	3	793	0.38	9	19517	0.05	FOXC1,FOXL1,YOD1	ENSG00000102030,ENSG00000111275,ENSG00000113790,ENSG00000127884,ENSG00000137124,ENSG00000164904,ENSG00000172954,ENSG00000173418,ENSG00000243477	2.1046056493E0	1.01045E-2	9.33465E-2
hsa00062	12	12	3	793	0.38	9	19517	0.05	FOXC1,FOXL1,MECR	ENSG00000127884,ENSG00000131238,ENSG00000138029,ENSG00000138796,ENSG00000168452,ENSG00000206329,ENSG00000227600,ENSG00000231618,ENSG00000236649	2.1046056493E0	1.01045E-2	9.33465E-2
hsa05223	41	59	6	790	0.75	35	19491	0.18	FOXC1,FOXL1,MAP2K1,NRAS,RXRB,SOS1	ENSG00000002330,ENSG00000007968,ENSG00000051382,ENSG00000068028,ENSG00000077092,ENSG00000078061,ENSG00000100485,ENSG00000101109,ENSG00000102882,ENSG00000105221,ENSG00000105647,ENSG00000110092,ENSG00000112242,ENSG00000117020,ENSG00000117461,ENSG00000118689,ENSG00000121879,ENSG00000124181,ENSG00000126934,ENSG00000132906,ENSG00000133703,ENSG00000135446,ENSG00000138798,ENSG00000141506,ENSG00000141510,ENSG00000141736,ENSG00000142208,ENSG00000146648,ENSG00000147889,ENSG00000154229,ENSG00000163235,ENSG00000171608,ENSG00000174775,ENSG00000186350,ENSG00000189283	1.4420865618E0	4.9419E-3	6.42011E-2
hsa05221	44	55	8	788	1.01	36	19490	0.18	FOXC1,FOXL1,MAP2K1,MTOR,MYC,NRAS,PML,SOS1	ENSG00000002330,ENSG00000051382,ENSG00000073009,ENSG00000078061,ENSG00000079102,ENSG00000081059,ENSG00000100485,ENSG00000102096,ENSG00000102882,ENSG00000104365,ENSG00000105221,ENSG00000105647,ENSG00000109906,ENSG00000110092,ENSG00000112033,ENSG00000117020,ENSG00000117461,ENSG00000121879,ENSG00000122025,ENSG00000126561,ENSG00000126934,ENSG00000131759,ENSG00000133703,ENSG00000137193,ENSG00000141506,ENSG00000142208,ENSG00000148737,ENSG00000157404,ENSG00000168610,ENSG00000171608,ENSG00000173039,ENSG00000173757,ENSG00000174775,ENSG00000175634,ENSG00000187840,ENSG00000213341	1.7040813059E0	2.71031E-4	1.75267E-2
hsa00785	4	3	2	794	0.25	2	19524	0.01	FOXC1,FOXL1	ENSG00000144182,ENSG00000175536	3.2023162958E0	8.72232E-3	8.90594E-2
hsa04320	22	25	5	791	0.63	17	19509	0.09	FOXC1,FOXL1,MAP2K1,NOTCH1,SOS1	ENSG00000010030,ENSG00000074181,ENSG00000100485,ENSG00000102882,ENSG00000125207,ENSG00000133703,ENSG00000134250,ENSG00000134278,ENSG00000134954,ENSG00000139083,ENSG00000146648,ENSG00000155816,ENSG00000157557,ENSG00000184571,ENSG00000204991,ENSG00000214575,ENSG00000234876	1.9815577771E0	1.37522E-3	3.81131E-2
hsa05216	26	34	7	789	0.88	19	19507	0.1	FOXC1,FOXL1,MAP2K1,MYC,NRAS,RXRB,TPR	ENSG00000039068,ENSG00000081059,ENSG00000102882,ENSG00000108091,ENSG00000110092,ENSG00000114354,ENSG00000125618,ENSG00000126934,ENSG00000132170,ENSG00000133703,ENSG00000138293,ENSG00000141510,ENSG00000143549,ENSG00000148737,ENSG00000165731,ENSG00000168036,ENSG00000174775,ENSG00000186350,ENSG00000198400	2.2092335035E0	4.71829E-5	4.57674E-3
hsa00300	4	4	2	794	0.25	2	19524	0.01	FOXC1,FOXL1	ENSG00000008311,ENSG00000157426	3.2023162958E0	8.72232E-3	8.90594E-2
